ID,sire,dam
a630,a34,a117
a631,a92,a146
a632,a27,a198
a633,a58,a101
a634,a10,a157
a635,a66,a103
a636,a92,a174
a637,a28,a109
a638,a93,a185
a639,a2,a151
a640,a73,a140
a641,a76,a146
a642,a35,a137
a643,a94,a148
a644,a33,a122
a645,a38,a130
a646,a7,a166
a647,a61,a160
a648,a36,a165
a649,a31,a187
a650,a30,a180
a651,a82,a129
a652,a44,a199
a653,a68,a158
a654,a12,a199
a655,a51,a169
a656,a32,a109
a657,a4,a164
a658,a54,a162
a659,a80,a165
a660,a72,a116
a661,a71,a113
a662,a35,a124
a663,a13,a191
a664,a7,a174
a665,a36,a149
a666,a11,a139
a667,a48,a129
a668,a49,a108
a669,a82,a153
a670,a49,a193
a671,a56,a157
a672,a63,a157
a673,a78,a193
a674,a57,a118
a675,a42,a181
a676,a20,a102
a677,a46,a111
a678,a5,a122
a679,a87,a127
a680,a87,a162
a681,a90,a150
a682,a86,a141
a683,a15,a176
a684,a31,a106
a685,a10,a176
a686,a63,a158
a687,a6,a105
a688,a81,a163
a689,a70,a116
a690,a42,a150
a691,a61,a124
a692,a48,a116
a693,a31,a173
a694,a8,a134
a695,a53,a118
a696,a5,a185
a697,a15,a171
a698,a71,a131
a699,a58,a105
a700,a26,a151
a701,a45,a197
a702,a53,a155
a703,a98,a150
a704,a24,a188
a705,a15,a147
a706,a79,a155
a707,a90,a173
a708,a33,a124
a709,a83,a155
a710,a60,a113
a711,a73,a190
a712,a54,a143
a713,a73,a106
a714,a91,a162
a715,a67,a170
a716,a13,a190
a717,a45,a117
a718,a4,a187
a719,a37,a181
a720,a71,a124
a721,a25,a138
a722,a33,a139
a723,a11,a142
a724,a18,a137
a725,a70,a109
a726,a51,a142
a727,a74,a152
a728,a80,a133
a729,a97,a162
a730,a22,a107
a731,a14,a139
a732,a10,a126
a733,a99,a162
a734,a65,a180
a735,a81,a116
a736,a92,a193
a737,a76,a200
a738,a34,a119
a739,a4,a196
a740,a6,a136
a741,a48,a156
a742,a76,a200
a743,a73,a159
a744,a30,a147
a745,a87,a178
a746,a2,a160
a747,a38,a172
a748,a11,a106
a749,a24,a125
a750,a89,a157
a751,a5,a151
a752,a83,a150
a753,a31,a143
a754,a79,a188
a755,a69,a153
a756,a87,a186
a757,a96,a129
a758,a75,a128
a759,a23,a118
a760,a10,a197
a761,a55,a166
a762,a19,a111
a763,a47,a178
a764,a4,a186
a765,a2,a135
a766,a7,a182
a767,a85,a123
a768,a15,a171
a769,a84,a191
a770,a23,a124
a771,a61,a144
a772,a53,a145
a773,a23,a169
a774,a68,a146
a775,a52,a134
a776,a11,a177
a777,a61,a177
a778,a35,a108
a779,a56,a171
a780,a62,a108
a781,a68,a150
a782,a43,a108
a783,a81,a136
a784,a87,a128
a785,a79,a137
a786,a21,a156
a787,a44,a166
a788,a43,a190
a789,a75,a123
a790,a4,a124
a791,a70,a140
a792,a57,a118
a793,a24,a193
a794,a12,a146
a795,a63,a197
a796,a50,a182
a797,a31,a195
a798,a95,a192
a799,a42,a200
a800,a59,a187
a801,a93,a196
a802,a97,a193
a803,a44,a195
a804,a5,a142
a805,a83,a162
a806,a94,a192
a807,a88,a111
a808,a18,a159
a809,a86,a188
a810,a73,a112
a811,a21,a185
a812,a17,a170
a813,a87,a132
a814,a21,a167
a815,a49,a121
a816,a30,a140
a817,a47,a197
a818,a42,a183
a819,a76,a137
a820,a98,a108
a821,a13,a102
a822,a5,a197
a823,a99,a182
a824,a21,a133
a825,a23,a136
a826,a20,a140
a827,a90,a188
a828,a69,a176
a829,a78,a192
a830,a34,a142
a831,a100,a144
a832,a21,a107
a833,a81,a157
a834,a79,a133
a835,a28,a196
a836,a66,a156
a837,a31,a120
a838,a2,a120
a839,a73,a151
a840,a57,a166
a841,a8,a192
a842,a25,a173
a843,a88,a179
a844,a64,a153
a845,a93,a110
a846,a45,a130
a847,a95,a123
a848,a53,a124
a849,a83,a199
a850,a44,a107
a851,a10,a136
a852,a90,a118
a853,a72,a120
a854,a28,a199
a855,a20,a171
a856,a86,a149
a857,a5,a198
a858,a4,a179
a859,a78,a101
a860,a41,a107
a861,a61,a181
a862,a39,a138
a863,a47,a147
a864,a47,a103
a865,a91,a111
a866,a89,a126
a867,a80,a177
a868,a43,a163
a869,a85,a148
a870,a20,a106
a871,a93,a141
a872,a55,a121
a873,a65,a170
a874,a18,a157
a875,a10,a174
a876,a39,a107
a877,a14,a160
a878,a54,a119
a879,a45,a123
a880,a59,a196
a881,a1,a187
a882,a79,a130
a883,a64,a117
a884,a27,a117
a885,a15,a104
a886,a70,a196
a887,a3,a108
a888,a50,a198
a889,a49,a132
a890,a93,a112
a891,a66,a176
a892,a7,a177
a893,a66,a158
a894,a86,a103
a895,a64,a104
a896,a16,a151
a897,a84,a175
a898,a12,a198
a899,a89,a153
a900,a2,a134
a901,a75,a125
a902,a69,a168
a903,a53,a122
a904,a4,a135
a905,a39,a125
a906,a15,a171
a907,a90,a114
a908,a12,a183
a909,a5,a192
a910,a56,a182
a911,a17,a155
a912,a98,a154
a913,a53,a102
a914,a55,a194
a915,a80,a187
a916,a42,a182
a917,a80,a194
a918,a70,a104
a919,a4,a192
a920,a36,a179
a921,a76,a115
a922,a88,a191
a923,a23,a138
a924,a28,a138
a925,a100,a112
a926,a29,a151
a927,a67,a126
a928,a29,a120
a929,a90,a175
a930,a97,a151
a931,a10,a127
a932,a99,a176
a933,a7,a192
a934,a66,a171
a935,a16,a194
a936,a37,a160
a937,a57,a199
a938,a81,a134
a939,a46,a121
a940,a45,a133
a941,a48,a177
a942,a58,a185
a943,a24,a191
a944,a62,a185
a945,a4,a200
a946,a14,a135
a947,a73,a127
a948,a35,a159
a949,a61,a119
a950,a85,a109
a951,a49,a151
a952,a64,a162
a953,a96,a182
a954,a24,a185
a955,a30,a111
a956,a45,a141
a957,a46,a182
a958,a35,a198
a959,a89,a111
a960,a70,a183
a961,a77,a167
a962,a43,a187
a963,a48,a110
a964,a29,a176
a965,a33,a191
a966,a10,a153
a967,a78,a128
a968,a80,a165
a969,a96,a102
a970,a17,a127
a971,a98,a152
a972,a22,a109
a973,a100,a116
a974,a76,a116
a975,a10,a151
a976,a64,a108
a977,a44,a178
a978,a72,a135
a979,a69,a109
a980,a2,a192
a981,a81,a162
a982,a43,a182
a983,a47,a190
a984,a21,a186
a985,a34,a101
a986,a37,a153
a987,a19,a185
a988,a49,a125
a989,a54,a139
a990,a12,a154
a991,a60,a145
a992,a12,a200
a993,a32,a180
a994,a36,a162
a995,a96,a185
a996,a1,a127
a997,a63,a144
a998,a34,a172
a999,a43,a151
a1000,a28,a152
a1001,a99,a196
a1002,a74,a185
a1003,a23,a192
a1004,a1,a159
a1005,a29,a116
a1006,a67,a156
a1007,a61,a158
a1008,a66,a114
a1009,a19,a127
a1010,a45,a188
a1011,a30,a134
a1012,a27,a149
a1013,a88,a187
a1014,a84,a169
a1015,a25,a184
a1016,a87,a113
a1017,a17,a199
a1018,a41,a189
a1019,a22,a188
a1020,a15,a144
a1021,a87,a152
a1022,a22,a149
a1023,a75,a153
a1024,a65,a180
a1025,a6,a129
a1026,a30,a159
a1027,a13,a102
a1028,a10,a103
a1029,a79,a111
a1030,a90,a186
a1031,a73,a112
a1032,a74,a166
a1033,a35,a194
a1034,a3,a116
a1035,a99,a136
a1036,a83,a198
a1037,a17,a169
a1038,a87,a168
a1039,a39,a153
a1040,a86,a102
a1041,a78,a128
a1042,a85,a139
a1043,a98,a183
a1044,a8,a195
a1045,a36,a167
a1046,a23,a145
a1047,a35,a129
a1048,a68,a157
a1049,a30,a144
a1050,a70,a151
a1051,a16,a158
a1052,a17,a159
a1053,a29,a187
a1054,a43,a117
a1055,a46,a125
a1056,a23,a189
a1057,a93,a164
a1058,a15,a139
a1059,a59,a198
a1060,a88,a106
a1061,a10,a124
a1062,a95,a139
a1063,a73,a194
a1064,a31,a146
a1065,a57,a193
a1066,a73,a115
a1067,a13,a104
a1068,a63,a151
a1069,a70,a189
a1070,a96,a145
a1071,a57,a136
a1072,a4,a140
a1073,a32,a155
a1074,a48,a117
a1075,a98,a141
a1076,a52,a149
a1077,a6,a102
a1078,a6,a102
a1079,a35,a107
a1080,a28,a180
a1081,a47,a178
a1082,a19,a134
a1083,a49,a123
a1084,a24,a130
a1085,a5,a142
a1086,a24,a198
a1087,a21,a167
a1088,a93,a130
a1089,a92,a120
a1090,a25,a172
a1091,a7,a162
a1092,a29,a131
a1093,a20,a141
a1094,a70,a143
a1095,a63,a153
a1096,a82,a115
a1097,a56,a128
a1098,a82,a163
a1099,a9,a162
a1100,a71,a200
a1101,a87,a178
a1102,a24,a183
a1103,a10,a153
a1104,a39,a186
a1105,a63,a182
a1106,a92,a114
a1107,a93,a110
a1108,a41,a140
a1109,a10,a137
a1110,a4,a129
a1111,a34,a154
a1112,a9,a164
a1113,a62,a126
a1114,a72,a179
a1115,a81,a177
a1116,a3,a156
a1117,a8,a127
a1118,a48,a134
a1119,a51,a159
a1120,a50,a120
a1121,a24,a163
a1122,a25,a105
a1123,a100,a113
a1124,a61,a109
a1125,a60,a164
a1126,a39,a151
a1127,a8,a199
a1128,a81,a199
a1129,a62,a159
a1130,a91,a101
a1131,a96,a121
a1132,a66,a112
a1133,a3,a110
a1134,a36,a117
a1135,a63,a178
a1136,a27,a181
a1137,a73,a128
a1138,a3,a194
a1139,a37,a156
a1140,a90,a110
a1141,a14,a188
a1142,a100,a140
a1143,a11,a187
a1144,a26,a117
a1145,a37,a192
a1146,a44,a130
a1147,a98,a194
a1148,a48,a161
a1149,a33,a135
a1150,a78,a198
a1151,a49,a128
a1152,a19,a144
a1153,a68,a135
a1154,a23,a145
a1155,a17,a175
a1156,a7,a170
a1157,a72,a109
a1158,a31,a139
a1159,a92,a111
a1160,a30,a117
a1161,a54,a105
a1162,a42,a116
a1163,a87,a161
a1164,a61,a134
a1165,a50,a143
a1166,a10,a111
a1167,a28,a145
a1168,a67,a157
a1169,a24,a182
a1170,a32,a104
a1171,a52,a185
a1172,a1,a186
a1173,a12,a104
a1174,a64,a189
a1175,a17,a187
a1176,a33,a135
a1177,a82,a168
a1178,a97,a155
a1179,a87,a103
a1180,a22,a104
a1181,a90,a194
a1182,a51,a148
a1183,a79,a154
a1184,a86,a156
a1185,a86,a119
a1186,a55,a189
a1187,a51,a159
a1188,a41,a198
a1189,a60,a117
a1190,a31,a135
a1191,a83,a161
a1192,a79,a123
a1193,a7,a127
a1194,a27,a196
a1195,a32,a106
a1196,a37,a131
a1197,a26,a145
a1198,a94,a133
a1199,a45,a107
a1200,a85,a184
a1201,a6,a193
a1202,a37,a102
a1203,a82,a153
a1204,a18,a162
a1205,a25,a126
a1206,a18,a102
a1207,a51,a196
a1208,a8,a134
a1209,a55,a185
a1210,a10,a167
a1211,a29,a164
a1212,a15,a118
a1213,a68,a103
a1214,a39,a147
a1215,a23,a102
a1216,a27,a185
a1217,a27,a179
a1218,a18,a132
a1219,a10,a191
a1220,a79,a163
a1221,a30,a153
a1222,a40,a130
a1223,a60,a161
a1224,a40,a116
a1225,a14,a166
a1226,a71,a135
a1227,a16,a157
a1228,a8,a129
a1229,a19,a192
a1230,a87,a124
a1231,a52,a169
a1232,a39,a138
a1233,a71,a177
a1234,a85,a109
a1235,a47,a101
a1236,a17,a155
a1237,a59,a199
a1238,a6,a106
a1239,a75,a112
a1240,a63,a160
a1241,a73,a187
a1242,a63,a115
a1243,a86,a178
a1244,a47,a153
a1245,a6,a187
a1246,a85,a192
a1247,a89,a199
a1248,a77,a186
a1249,a72,a193
a1250,a2,a179
a1251,a10,a109
a1252,a45,a158
a1253,a57,a106
a1254,a77,a166
a1255,a34,a106
a1256,a85,a187
a1257,a41,a103
a1258,a89,a170
a1259,a82,a104
a1260,a93,a168
a1261,a27,a137
a1262,a7,a138
a1263,a60,a135
a1264,a81,a148
a1265,a40,a142
a1266,a89,a149
a1267,a24,a114
a1268,a18,a137
a1269,a7,a142
a1270,a15,a199
a1271,a28,a157
a1272,a3,a192
a1273,a66,a160
a1274,a94,a198
a1275,a75,a186
a1276,a34,a138
a1277,a14,a137
a1278,a99,a139
a1279,a7,a165
a1280,a19,a108
a1281,a48,a143
a1282,a99,a175
a1283,a6,a178
a1284,a7,a190
a1285,a87,a186
a1286,a35,a154
a1287,a44,a136
a1288,a21,a108
a1289,a38,a106
a1290,a7,a163
a1291,a84,a160
a1292,a67,a152
a1293,a15,a194
a1294,a28,a104
a1295,a47,a137
a1296,a5,a138
a1297,a48,a199
a1298,a18,a133
a1299,a89,a114
a1300,a43,a194
a1301,a18,a182
a1302,a11,a195
a1303,a12,a131
a1304,a75,a158
a1305,a89,a140
a1306,a46,a181
a1307,a79,a121
a1308,a46,a124
a1309,a33,a177
a1310,a26,a104
a1311,a6,a135
a1312,a60,a185
a1313,a13,a114
a1314,a70,a153
a1315,a40,a172
a1316,a24,a164
a1317,a59,a132
a1318,a92,a140
a1319,a13,a144
a1320,a73,a152
a1321,a73,a144
a1322,a56,a199
a1323,a33,a192
a1324,a30,a185
a1325,a13,a159
a1326,a10,a133
a1327,a39,a126
a1328,a58,a189
a1329,a71,a180
a1330,a83,a199
a1331,a100,a157
a1332,a36,a170
a1333,a37,a108
a1334,a50,a151
a1335,a37,a169
a1336,a90,a179
a1337,a42,a117
a1338,a14,a107
a1339,a32,a169
a1340,a16,a104
a1341,a35,a112
a1342,a92,a103
a1343,a51,a109
a1344,a49,a101
a1345,a46,a172
a1346,a14,a102
a1347,a6,a146
a1348,a23,a138
a1349,a84,a143
a1350,a68,a174
a1351,a62,a140
a1352,a87,a153
a1353,a7,a192
a1354,a62,a179
a1355,a88,a124
a1356,a62,a184
a1357,a2,a108
a1358,a30,a173
a1359,a51,a120
a1360,a38,a194
a1361,a18,a179
a1362,a21,a164
a1363,a54,a182
a1364,a79,a188
a1365,a60,a118
a1366,a72,a126
a1367,a79,a105
a1368,a96,a114
a1369,a45,a112
a1370,a6,a143
a1371,a78,a103
a1372,a4,a156
a1373,a53,a165
a1374,a70,a196
a1375,a53,a109
a1376,a99,a171
a1377,a32,a121
a1378,a11,a166
a1379,a31,a182
a1380,a42,a186
a1381,a38,a148
a1382,a91,a105
a1383,a44,a157
a1384,a8,a174
a1385,a92,a109
a1386,a4,a137
a1387,a40,a149
a1388,a24,a118
a1389,a88,a137
a1390,a75,a181
a1391,a46,a156
a1392,a100,a192
a1393,a11,a186
a1394,a92,a118
a1395,a45,a143
a1396,a27,a107
a1397,a92,a184
a1398,a85,a182
a1399,a22,a111
a1400,a8,a173
a1401,a91,a118
a1402,a90,a144
a1403,a53,a193
a1404,a35,a137
a1405,a42,a138
a1406,a54,a105
a1407,a12,a186
a1408,a11,a134
a1409,a50,a180
a1410,a3,a178
a1411,a3,a104
a1412,a89,a111
a1413,a93,a200
a1414,a74,a142
a1415,a97,a128
a1416,a21,a129
a1417,a68,a108
a1418,a58,a167
a1419,a99,a119
a1420,a35,a198
a1421,a56,a187
a1422,a87,a179
a1423,a98,a105
a1424,a97,a120
a1425,a34,a180
a1426,a96,a112
a1427,a70,a125
a1428,a33,a103
a1429,a100,a124
a1430,a1,a157
a1431,a14,a182
a1432,a12,a160
a1433,a68,a163
a1434,a56,a166
a1435,a98,a121
a1436,a11,a198
a1437,a93,a107
a1438,a43,a156
a1439,a12,a185
a1440,a87,a193
a1441,a17,a157
a1442,a2,a171
a1443,a40,a105
a1444,a84,a115
a1445,a45,a161
a1446,a39,a131
a1447,a31,a124
a1448,a7,a160
a1449,a2,a144
a1450,a71,a169
a1451,a36,a150
a1452,a23,a167
a1453,a45,a170
a1454,a91,a140
a1455,a70,a190
a1456,a30,a130
a1457,a92,a130
a1458,a50,a129
a1459,a95,a104
a1460,a79,a162
a1461,a57,a182
a1462,a49,a190
a1463,a69,a110
a1464,a30,a122
a1465,a28,a162
a1466,a36,a143
a1467,a59,a160
a1468,a43,a139
a1469,a81,a158
a1470,a15,a162
a1471,a86,a142
a1472,a79,a150
a1473,a95,a162
a1474,a62,a164
a1475,a15,a152
a1476,a27,a133
a1477,a5,a180
a1478,a11,a161
a1479,a22,a136
a1480,a92,a183
a1481,a82,a163
a1482,a15,a109
a1483,a3,a127
a1484,a33,a106
a1485,a83,a181
a1486,a67,a129
a1487,a94,a186
a1488,a90,a187
a1489,a21,a160
a1490,a3,a153
a1491,a14,a132
a1492,a71,a113
a1493,a53,a159
a1494,a41,a142
a1495,a94,a190
a1496,a86,a168
a1497,a54,a188
a1498,a53,a108
a1499,a86,a146
a1500,a68,a153
a1501,a50,a169
a1502,a86,a169
a1503,a17,a109
a1504,a16,a170
a1505,a4,a122
a1506,a55,a127
a1507,a46,a137
a1508,a36,a152
a1509,a3,a133
a1510,a69,a125
a1511,a35,a178
a1512,a55,a178
a1513,a28,a101
a1514,a84,a154
a1515,a24,a157
a1516,a29,a175
a1517,a93,a150
a1518,a52,a133
a1519,a28,a151
a1520,a20,a146
a1521,a2,a111
a1522,a68,a173
a1523,a89,a119
a1524,a93,a107
a1525,a41,a178
a1526,a23,a125
a1527,a47,a179
a1528,a66,a130
a1529,a3,a170
a1530,a83,a131
a1531,a6,a186
a1532,a77,a137
a1533,a66,a156
a1534,a3,a197
a1535,a18,a104
a1536,a53,a124
a1537,a48,a140
a1538,a30,a116
a1539,a74,a166
a1540,a88,a142
a1541,a87,a169
a1542,a39,a115
a1543,a46,a149
a1544,a34,a170
a1545,a30,a187
a1546,a33,a152
a1547,a91,a165
a1548,a59,a198
a1549,a24,a112
a1550,a79,a163
a1551,a23,a125
a1552,a47,a187
a1553,a43,a139
a1554,a5,a101
a1555,a88,a118
a1556,a26,a136
a1557,a43,a152
a1558,a12,a157
a1559,a94,a178
a1560,a71,a197
a1561,a21,a156
a1562,a11,a130
a1563,a13,a108
a1564,a29,a146
a1565,a39,a124
a1566,a19,a194
a1567,a37,a122
a1568,a45,a145
a1569,a79,a107
a1570,a73,a187
a1571,a14,a104
a1572,a100,a179
a1573,a14,a171
a1574,a48,a163
a1575,a39,a115
a1576,a56,a115
a1577,a38,a118
a1578,a39,a113
a1579,a25,a171
a1580,a64,a113
a1581,a62,a155
a1582,a12,a123
a1583,a62,a197
a1584,a80,a131
a1585,a76,a121
a1586,a49,a186
a1587,a26,a138
a1588,a46,a133
a1589,a77,a117
a1590,a98,a179
a1591,a80,a125
a1592,a35,a168
a1593,a57,a174
a1594,a90,a122
a1595,a81,a188
a1596,a69,a176
a1597,a85,a191
a1598,a99,a103
a1599,a5,a176
a1600,a4,a198
a1601,a34,a112
a1602,a75,a127
a1603,a70,a165
a1604,a82,a135
a1605,a89,a112
a1606,a40,a104
a1607,a51,a127
a1608,a94,a183
a1609,a92,a200
a1610,a46,a158
a1611,a80,a176
a1612,a6,a193
a1613,a61,a131
a1614,a6,a184
a1615,a29,a192
a1616,a77,a188
a1617,a76,a101
a1618,a16,a133
a1619,a75,a113
a1620,a41,a141
a1621,a28,a125
a1622,a24,a184
a1623,a1,a145
a1624,a14,a169
a1625,a46,a154
a1626,a23,a130
a1627,a39,a157
a1628,a92,a107
a1629,a24,a155
a1630,a87,a135
a1631,a2,a156
a1632,a39,a118
a1633,a50,a161
a1634,a14,a139
a1635,a66,a150
a1636,a73,a135
a1637,a99,a167
a1638,a9,a118
a1639,a41,a147
a1640,a28,a113
a1641,a84,a127
a1642,a96,a188
a1643,a83,a164
a1644,a28,a149
a1645,a32,a130
a1646,a66,a165
a1647,a100,a137
a1648,a57,a174
a1649,a32,a126
a1650,a22,a171
a1651,a69,a196
a1652,a18,a117
a1653,a100,a107
a1654,a8,a106
a1655,a77,a121
a1656,a85,a160
a1657,a44,a134
a1658,a33,a135
a1659,a11,a114
a1660,a21,a174
a1661,a45,a171
a1662,a42,a140
a1663,a52,a132
a1664,a24,a117
a1665,a54,a142
a1666,a53,a137
a1667,a43,a160
a1668,a20,a200
a1669,a18,a200
a1670,a69,a119
a1671,a14,a158
a1672,a96,a175
a1673,a69,a132
a1674,a58,a147
a1675,a33,a121
a1676,a95,a140
a1677,a87,a175
a1678,a95,a177
